Value,Name-et-EE,Name-en-GB,Name-ru-RU,Label-et-EE,Label-en-GB,Label-ru-RU,Parent,Level,Description-et-EE,Description-en-GB,Description-ru-RU,IsGenerated,IsValid,ValidFrom,ValidTo
8927,,,,Valgesoo küla,Valgesoo village,Деревня Валгесоо,0622,3,"Põlva maakond, Põlva vald, Valgesoo küla","Põlva county, Põlva rural municipality, Valgesoo village","Пылваский уезд, волость Пылва, деревня Валгесоо",,1,,
8989,,,,Vana-Koiola küla,Vana-Koiola village,Деревня Вана-Койола,0622,3,"Põlva maakond, Põlva vald, Vana-Koiola küla","Põlva county, Põlva rural municipality, Vana-Koiola village","Пылваский уезд, волость Пылва, деревня Вана-Койола",,1,,
9010,,,,Vanaküla,Vanaküla village,Деревня Ванакюла,0622,3,"Põlva maakond, Põlva vald, Vanaküla","Põlva county, Põlva rural municipality, Vanaküla village","Пылваский уезд, волость Пылва, деревня Ванакюла",,1,,
9023,,,,Vanamõisa küla,Vanamõisa village,Деревня Ванамыйза,0622,3,"Põlva maakond, Põlva vald, Vanamõisa küla","Põlva county, Põlva rural municipality, Vanamõisa village","Пылваский уезд, волость Пылва, деревня Ванамыйза",,1,,
9072,,,,Vardja küla,Vardja village,Деревня Вардья,0622,3,"Põlva maakond, Põlva vald, Vardja küla","Põlva county, Põlva rural municipality, Vardja village","Пылваский уезд, волость Пылва, деревня Вардья",,1,,
9128,,,,Vastse-Kuuste alevik,Vastse-Kuuste small town,Сельский посёлок Вастсе-Куусте,0622,3,"Põlva maakond, Põlva vald, Vastse-Kuuste alevik","Põlva county, Põlva rural municipality, Vastse-Kuuste small town","Пылваский уезд, волость Пылва, сельский посёлок Вастсе-Куусте",,1,,
9300,,,,Viisli küla,Viisli village,Деревня Вийсли,0622,3,"Põlva maakond, Põlva vald, Viisli küla","Põlva county, Põlva rural municipality, Viisli village","Пылваский уезд, волость Пылва, деревня Вийсли",,1,,
9470,,,,Vooreküla,Vooreküla village,Деревня Воорекюла,0622,3,"Põlva maakond, Põlva vald, Vooreküla","Põlva county, Põlva rural municipality, Vooreküla village","Пылваский уезд, волость Пылва, деревня Воорекюла",,1,,
0708,,,,Räpina vald,Räpina rural municipality,Волость Ряпина,0064,2,"Põlva maakond, Räpina vald","Põlva county, Räpina rural municipality","Пылваский уезд, волость Ряпина",,1,,
1329,,,,Aravu küla,Aravu village,Деревня Араву,0708,3,"Põlva maakond, Räpina vald, Aravu küla","Põlva county, Räpina rural municipality, Aravu village","Пылваский уезд, волость Ряпина, деревня Араву",,1,,
1705,,,,Haavametsa küla,Haavametsa village,Деревня Хааваметса,0708,3,"Põlva maakond, Räpina vald, Haavametsa küla","Põlva county, Räpina rural municipality, Haavametsa village","Пылваский уезд, волость Ряпина, деревня Хааваметса",,1,,
1706,,,,Haavapää küla,Haavapää village,Деревня Хаавапяэ,0708,3,"Põlva maakond, Räpina vald, Haavapää küla","Põlva county, Räpina rural municipality, Haavapää village","Пылваский уезд, волость Ряпина, деревня Хаавапяэ",,1,,
1849,,,,Himmiste küla,Himmiste village,Деревня Химмисте,0708,3,"Põlva maakond, Räpina vald, Himmiste küla","Põlva county, Räpina rural municipality, Himmiste village","Пылваский уезд, волость Ряпина, деревня Химмисте",,1,,
2140,,,,Jaanikeste küla,Jaanikeste village,Деревня Яаникесте,0708,3,"Põlva maakond, Räpina vald, Jaanikeste küla","Põlva county, Räpina rural municipality, Jaanikeste village","Пылваский уезд, волость Ряпина, деревня Яаникесте",,1,,
2241,,,,Jõepera küla,Jõepera village,Деревня Йыэпера,0708,3,"Põlva maakond, Räpina vald, Jõepera küla","Põlva county, Räpina rural municipality, Jõepera village","Пылваский уезд, волость Ряпина, деревня Йыэпера",,1,,
2252,,,,Jõevaara küla,Jõevaara village,Деревня Йыэваара,0708,3,"Põlva maakond, Räpina vald, Jõevaara küla","Põlva county, Räpina rural municipality, Jõevaara village","Пылваский уезд, волость Ряпина, деревня Йыэваара",,1,,
2256,,,,Jõeveere küla,Jõeveere village,Деревня Йыэвеэре,0708,3,"Põlva maakond, Räpina vald, Jõeveere küla","Põlva county, Räpina rural municipality, Jõeveere village","Пылваский уезд, волость Ряпина, деревня Йыэвеэре",,1,,
2815,,,,Kassilaane küla,Kassilaane village,Деревня Кассилаане,0708,3,"Põlva maakond, Räpina vald, Kassilaane küla","Põlva county, Räpina rural municipality, Kassilaane village","Пылваский уезд, волость Ряпина, деревня Кассилаане",,1,,
3066,,,,Kikka küla,Kikka village,Деревня Кикка,0708,3,"Põlva maakond, Räpina vald, Kikka küla","Põlva county, Räpina rural municipality, Kikka village","Пылваский уезд, волость Ряпина, деревня Кикка",,1,,
3145,,,,Kirmsi küla,Kirmsi village,Деревня Кирмси,0708,3,"Põlva maakond, Räpina vald, Kirmsi küla","Põlva county, Räpina rural municipality, Kirmsi village","Пылваский уезд, волость Ряпина, деревня Кирмси",,1,,
3405,,,,Koolma küla,Koolma village,Деревня Коолма,0708,3,"Põlva maakond, Räpina vald, Koolma küla","Põlva county, Räpina rural municipality, Koolma village","Пылваский уезд, волость Ряпина, деревня Коолма",,1,,
3406,,,,Koolmajärve küla,Koolmajärve village,Деревня Коолмаярве,0708,3,"Põlva maakond, Räpina vald, Koolmajärve küla","Põlva county, Räpina rural municipality, Koolmajärve village","Пылваский уезд, волость Ряпина, деревня Коолмаярве",,1,,
3589,,,,Kullamäe küla,Kullamäe village,Деревня Кулламяэ,0708,3,"Põlva maakond, Räpina vald, Kullamäe küla","Põlva county, Räpina rural municipality, Kullamäe village","Пылваский уезд, волость Ряпина, деревня Кулламяэ",,1,,
3629,,,,Kunksilla küla,Kunksilla village,Деревня Кунксилла,0708,3,"Põlva maakond, Räpina vald, Kunksilla küla","Põlva county, Räpina rural municipality, Kunksilla village","Пылваский уезд, волость Ряпина, деревня Кунксилла",,1,,
3770,,,,Kõnnu küla,Kõnnu village,Деревня Кынну,0708,3,"Põlva maakond, Räpina vald, Kõnnu küla","Põlva county, Räpina rural municipality, Kõnnu village","Пылваский уезд, волость Ряпина, деревня Кынну",,1,,
3963,,,,Köstrimäe küla,Köstrimäe village,Деревня Кёстримяэ,0708,3,"Põlva maakond, Räpina vald, Köstrimäe küla","Põlva county, Räpina rural municipality, Köstrimäe village","Пылваский уезд, волость Ряпина, деревня Кёстримяэ",,1,,
4066,,,,Laho küla,Laho village,Деревня Лахо,0708,3,"Põlva maakond, Räpina vald, Laho küla","Põlva county, Räpina rural municipality, Laho village","Пылваский уезд, волость Ряпина, деревня Лахо",,1,,
4193,,,,Leevaku küla,Leevaku village,Деревня Леэваку,0708,3,"Põlva maakond, Räpina vald, Leevaku küla","Põlva county, Räpina rural municipality, Leevaku village","Пылваский уезд, волость Ряпина, деревня Леэваку",,1,,
4195,,,,Leevi küla,Leevi village,Деревня Леэви,0708,3,"Põlva maakond, Räpina vald, Leevi küla","Põlva county, Räpina rural municipality, Leevi village","Пылваский уезд, волость Ряпина, деревня Леэви",,1,,
4326,,,,Lihtensteini küla,Lihtensteini village,Деревня Лихтенстейни,0708,3,"Põlva maakond, Räpina vald, Lihtensteini küla","Põlva county, Räpina rural municipality, Lihtensteini village","Пылваский уезд, волость Ряпина, деревня Лихтенстейни",,1,,
4410,,,,Linte küla,Linte village,Деревня Линте,0708,3,"Põlva maakond, Räpina vald, Linte küla","Põlva county, Räpina rural municipality, Linte village","Пылваский уезд, волость Ряпина, деревня Линте",,1,,
4842,,,,Meeksi küla,Meeksi village,Деревня Меэкси,0708,3,"Põlva maakond, Räpina vald, Meeksi küla","Põlva county, Räpina rural municipality, Meeksi village","Пылваский уезд, волость Ряпина, деревня Меэкси",,1,,
4849,,,,Meelva küla,Meelva village,Деревня Меэлва,0708,3,"Põlva maakond, Räpina vald, Meelva küla","Põlva county, Räpina rural municipality, Meelva village","Пылваский уезд, волость Ряпина, деревня Меэлва",,1,,
4858,,,,Meerapalu küla,Meerapalu village,Деревня Меэрапалу,0708,3,"Põlva maakond, Räpina vald, Meerapalu küla","Põlva county, Räpina rural municipality, Meerapalu village","Пылваский уезд, волость Ряпина, деревня Меэрапалу",,1,,
4859,,,,Mehikoorma alevik,Mehikoorma small town,Сельский посёлок Мехикоорма,0708,3,"Põlva maakond, Räpina vald, Mehikoorma alevik","Põlva county, Räpina rural municipality, Mehikoorma small town","Пылваский уезд, волость Ряпина, сельский посёлок Мехикоорма",,1,,
4911,,,,Mõtsavaara küla,Mõtsavaara village,Деревня Мытсаваара,0708,3,"Põlva maakond, Räpina vald, Mõtsavaara küla","Põlva county, Räpina rural municipality, Mõtsavaara village","Пылваский уезд, волость Ряпина, деревня Мытсаваара",,1,,
5221,,,,Mägiotsa küla,Mägiotsa village,Деревня Мягиотса,0708,3,"Põlva maakond, Räpina vald, Mägiotsa küla","Põlva county, Räpina rural municipality, Mägiotsa village","Пылваский уезд, волость Ряпина, деревня Мягиотса",,1,,
5269,,,,Männisalu küla,Männisalu village,Деревня Мяннисалу,0708,3,"Põlva maakond, Räpina vald, Männisalu küla","Põlva county, Räpina rural municipality, Männisalu village","Пылваский уезд, волость Ряпина, деревня Мяннисалу",,1,,
5340,,,,Naha küla,Naha village,Деревня Наха,0708,3,"Põlva maakond, Räpina vald, Naha küla","Põlva county, Räpina rural municipality, Naha village","Пылваский уезд, волость Ряпина, деревня Наха",,1,,
5437,,,,Nohipalo küla,Nohipalo village,Деревня Нохипало,0708,3,"Põlva maakond, Räpina vald, Nohipalo küla","Põlva county, Räpina rural municipality, Nohipalo village","Пылваский уезд, волость Ряпина, деревня Нохипало",,1,,
5459,,,,Nulga küla,Nulga village,Деревня Нулга,0708,3,"Põlva maakond, Räpina vald, Nulga küla","Põlva county, Räpina rural municipality, Nulga village","Пылваский уезд, волость Ряпина, деревня Нулга",,1,,
